-0.49	0.49	24.4985906412396
-0.48	0.49	24.4971764616843
-0.47	0.49	24.4957512096393
-0.46	0.49	24.494309001411
-0.45	0.49	24.4928463906604
-0.44	0.49	24.4913609156727
-0.43	0.49	24.4898484422844
-0.42	0.49	24.4883032814171
-0.41	0.49	24.4867204284655
-0.4	0.49	24.4850954938831
-0.39	0.49	24.4834226499314
-0.38	0.49	24.4816944498166
-0.37	0.49	24.4799039187673
-0.36	0.49	24.4780459707843
-0.35	0.49	24.4761164706123
-0.34	0.49	24.4741102707581
-0.33	0.49	24.4720226240392
-0.32	0.49	24.4698489291578
-0.31	0.49	24.4675858751051
-0.3	0.49	24.465228707316
-0.29	0.49	24.4627719660834
-0.28	0.49	24.4602094645616
-0.27	0.49	24.4575349178925
-0.26	0.49	24.4547427644619
-0.25	0.49	24.4518267833946
-0.24	0.49	24.4487818544407
-0.23	0.49	24.445602998136
-0.22	0.49	24.4422869602436
-0.21	0.49	24.438830515084
-0.2	0.49	24.4352304456297
-0.19	0.49	24.4314836526287
-0.18	0.49	24.4275880368954
-0.17	0.49	24.4235421328488
-0.16	0.49	24.419344762369
-0.15	0.49	24.4149950027107
-0.14	0.49	24.4104934247633
-0.13	0.49	24.4058416751815
-0.12	0.49	24.4010427951742
-0.11	0.49	24.3961008844939
-0.1	0.49	24.391021523257
-0.09	0.49	24.3858113662453
-0.08	0.49	24.3804779549145
-0.07	0.49	24.3750306425358
-0.06	0.49	24.369480222581
-0.05	0.49	24.3638401077373
-0.04	0.49	24.3581249759845
-0.03	0.49	24.3523525252617
-0.02	0.49	24.3465415998518
-0.01	0.49	24.3407133347257
0	0.49	24.3348897077205
0.01	0.49	24.3290946562909
0.02	0.49	24.3233535880803
0.03	0.49	24.3176934567124
0.04	0.49	24.3121424221688
0.05	0.49	24.3067290627838
0.0600000000000001	0.49	24.3014827346653
0.0700000000000001	0.49	24.2964332125723
0.08	0.49	24.291610840721
0.09	0.49	24.2870458524216
0.1	0.49	24.2827672585934
0.11	0.49	24.2788033427573
0.12	0.49	24.2751798634025
0.13	0.49	24.2719218806779
0.14	0.49	24.2690511253031
0.15	0.49	24.2665888490811
0.16	0.49	24.2645527453882
0.17	0.49	24.2629585144571
0.18	0.49	24.2618168585243
0.19	0.49	24.2611358274882
0.2	0.49	24.260920474938
0.21	0.49	24.2611730594897
0.22	0.49	24.2618915344423
0.23	0.49	24.2630696844837
0.24	0.49	24.2646987060998
0.25	0.49	24.2667668853416
0.26	0.49	24.2692590825519
0.27	0.49	24.272156750539
0.28	0.49	24.2754393724004
0.29	0.49	24.2790845020245
0.3	0.49	24.2830667957723
0.31	0.49	24.2873584488898
0.32	0.49	24.2919308851178
0.33	0.49	24.2967551942759
0.34	0.49	24.3018019437842
0.35	0.49	24.3070410911702
0.36	0.49	24.3124429366244
0.37	0.49	24.3179781894475
0.38	0.49	24.3236177415381
0.39	0.49	24.3293334273021
0.4	0.49	24.3350982489508
0.41	0.49	24.3408867805764
0.42	0.49	24.3466749283275
0.43	0.49	24.352440243322
0.44	0.49	24.3581622343193
0.45	0.49	24.3638221536691
0.46	0.49	24.3694036572599
0.47	0.49	24.374892129701
0.48	0.49	24.3802745006058
0.49	0.49	24.3855390135917
0.5	0.49	24.390675748826
0.51	0.49	24.3956767182051
0.52	0.49	24.4005348662316
0.53	0.49	24.4052444863401
0.54	0.49	24.4098017250935
0.55	0.49	24.4142044612842
0.56	0.49	24.4184512769299
0.57	0.49	24.4225408744043
0.58	0.49	24.4264731065923
0.59	0.49	24.4302488112735
0.6	0.49	24.4338692484367
0.61	0.49	24.4373360084424
0.62	0.49	24.4406514827415
0.63	0.49	24.4438190263305
0.64	0.49	24.4468419826222
0.65	0.49	24.4497236438418
0.66	0.49	24.4524681280148
0.67	0.49	24.4550804951729
0.68	0.49	24.4575660044446
0.69	0.49	24.4599289788272
0.7	0.49	24.4621734211233
0.71	0.49	24.4643040833168
0.72	0.49	24.4663261867429
0.73	0.49	24.4682439868394
0.74	0.49	24.4700604320651
0.75	0.49	24.4717787062877
0.76	0.49	24.4734033077531
0.77	0.49	24.4749389062989
0.78	0.49	24.4763893379432
0.79	0.49	24.477758088901
0.8	0.49	24.4790495156136
0.81	0.49	24.4802686143337
0.82	0.49	24.4814199898827
0.83	0.49	24.4825074175715
0.84	0.49	24.4835340063435
0.85	0.49	24.4845023408255
0.86	0.49	24.4854147448847
0.87	0.49	24.486273617433
0.88	0.49	24.4870817428886
0.89	0.49	24.4878419645036
0.9	0.49	24.4885569850903
0.91	0.49	24.4892294806884
0.92	0.49	24.4898621360727
0.93	0.49	24.4904572968219
0.94	0.49	24.491016946057
0.95	0.49	24.491543065447
0.96	0.49	24.492037645462
0.97	0.49	24.4925019302143
0.98	0.49	24.4929365870915
0.99	0.49	24.4933430227657
1	0.49	24.4937240747178
1.01	0.49	24.4940825625533
1.02	0.49	24.4944197554289
1.03	0.49	24.4947358717915
1.04	0.49	24.4950317739611
1.05	0.49	24.4953093107947
1.06	0.49	24.4955702084184
1.07	0.49	24.4958151376377
1.08	0.49	24.4960440672114
1.09	0.49	24.4962569758666
1.1	0.49	24.4964543780139
1.11	0.49	24.4966375543124
1.12	0.49	24.4968084541115
1.13	0.49	24.4969688263196
1.14	0.49	24.497119492104
1.15	0.49	24.4972606804798
1.16	0.49	24.4973929201325
1.17	0.49	24.4975169884011
1.18	0.49	24.4976331925023
1.19	0.49	24.4977412096345
1.2	0.49	24.4978407680627
1.21	0.49	24.4979321525256
1.22	0.49	24.4980162103663
